participantid,condition,block,reliabilityT,reliabilityF,theta,resp,rt,flankerMinusTarget,error
4,vertical_2-flanker,6,0,1,35,52.875,1.4326,-35,17.875
4,vertical_2-flanker,6,0,1,35,39.75,1.116,10,4.75
4,vertical_2-flanker,6,0,1,35,69.75,0.9997,-40,34.75
4,vertical_2-flanker,6,0,1,35,38.625,1.0493,90,3.625
4,vertical_2-flanker,6,1,0,55,64.5,0.6994,30,9.5
4,vertical_2-flanker,6,1,0,35,41.625,2.2325,-5,6.625
4,vertical_2-flanker,6,1,0,35,48.75,1.0493,-30,13.75
4,vertical_2-flanker,6,1,0,55,34.5,0.9827,-35,-20.5
4,vertical_2-flanker,6,1,0,35,15.75,0.5998,-35,-19.25
4,vertical_2-flanker,6,1,0,35,37.125,1.4738,90,2.125
4,vertical_2-flanker,6,1,0,35,39.75,2.9494,-40,4.75
4,vertical_2-flanker,6,1,0,55,48.75,0.841,-30,-6.25
4,vertical_2-flanker,6,1,0,35,39.375,0.9826,0,4.375
4,vertical_2-flanker,6,1,0,55,38.625,0.9746,-10,-16.375
4,vertical_2-flanker,6,1,0,35,36.75,1.1161,25,1.75
4,vertical_2-flanker,6,1,0,55,60.375,0.8247,10,5.375
4,vertical_2-flanker,6,1,0,55,28.875,0.4914,0,NaN
4,vertical_2-flanker,6,1,0,35,34.5,0.6577,-30,-0.5
4,vertical_2-flanker,6,0,1,55,40.125,0.6328,45,-14.875
4,vertical_2-flanker,6,1,0,35,21,0.791,-45,-14
4,vertical_2-flanker,6,1,0,55,27.375,0.8828,30,-27.625
4,vertical_2-flanker,6,0,1,55,44.625,0.966,25,-10.375
5,vertical_0-flanker,1,1,NaN,35,40.5,1.2574,NaN,5.5
5,vertical_0-flanker,1,1,NaN,55,70.125,1.533,NaN,15.125
5,vertical_0-flanker,1,0,NaN,35,32.625,1.033,NaN,-2.375
5,vertical_0-flanker,1,1,NaN,55,47.625,1.3574,NaN,-7.375
5,vertical_0-flanker,1,1,NaN,35,45.375,1.0921,NaN,10.375
5,vertical_0-flanker,1,0,NaN,-55,-50.25,1.4586,NaN,4.75
5,vertical_0-flanker,1,0,NaN,55,37.875,1.2992,NaN,-17.125
5,vertical_0-flanker,1,0,NaN,-55,-61.125,1.891,NaN,-6.125
5,vertical_0-flanker,1,0,NaN,-55,-61.5,1.3409,NaN,-6.5
5,vertical_0-flanker,1,0,NaN,-55,-57,1.4993,NaN,-2
5,vertical_0-flanker,1,1,NaN,35,37.875,1.7586,NaN,2.875
5,vertical_0-flanker,1,1,NaN,-55,-54.75,1.0331,NaN,0.25
5,vertical_0-flanker,1,1,NaN,55,35.625,0.7503,NaN,-19.375
5,vertical_0-flanker,1,1,NaN,-35,-28.875,1.7075,NaN,6.125
5,vertical_0-flanker,1,1,NaN,55,39,1.0818,NaN,-16
5,vertical_0-flanker,1,0,NaN,-35,-39.375,1.0666,NaN,-4.375
5,vertical_0-flanker,1,1,NaN,-55,-48.375,0.8242,NaN,6.625
5,vertical_0-flanker,1,0,NaN,-35,-38.625,2.0409,NaN,-3.625
5,vertical_0-flanker,1,0,NaN,-55,-56.625,1.1251,NaN,-1.625
5,vertical_0-flanker,1,1,NaN,55,66.375,1.3245,NaN,11.375
5,vertical_0-flanker,1,0,NaN,35,42.75,1.3911,NaN,7.75
5,vertical_0-flanker,1,1,NaN,35,34.875,1.2416,NaN,-0.125
5,vertical_0-flanker,1,0,NaN,35,42,1.4335,NaN,7
5,vertical_0-flanker,1,1,NaN,35,23.625,1.1411,NaN,-11.375
5,vertical_0-flanker,1,1,NaN,-55,-60,1.091,NaN,-5
5,vertical_0-flanker,1,0,NaN,-35,-46.125,1.2076,NaN,-11.125
5,vertical_0-flanker,1,1,NaN,35,45,1.3244,NaN,10
5,vertical_0-flanker,1,0,NaN,55,54,1.7914,NaN,-1
5,vertical_0-flanker,1,0,NaN,35,34.875,1.041,NaN,-0.125
5,vertical_0-flanker,1,0,NaN,-55,-54.75,1.1326,NaN,0.25
5,vertical_0-flanker,1,1,NaN,-55,-73.5,1.3909,NaN,-18.5
5,vertical_0-flanker,1,0,NaN,55,55.875,1.4743,NaN,0.875
5,vertical_0-flanker,1,1,NaN,35,42.75,1.2157,NaN,7.75
5,vertical_0-flanker,1,0,NaN,55,40.5,0.9495,NaN,-14.5
5,vertical_0-flanker,1,0,NaN,55,71.625,1.6496,NaN,16.625
5,vertical_0-flanker,1,1,NaN,-55,-53.25,1.5001,NaN,1.75
5,vertical_0-flanker,1,1,NaN,35,23.25,0.7828,NaN,-11.75
5,vertical_0-flanker,1,0,NaN,-35,-54.375,1.0575,NaN,-19.375
5,vertical_0-flanker,1,0,NaN,-55,-65.25,1.3243,NaN,-10.25
5,vertical_0-flanker,1,0,NaN,35,36.375,1.358,NaN,1.375
5,vertical_0-flanker,1,0,NaN,55,56.625,1.9252,NaN,1.625
5,vertical_0-flanker,1,1,NaN,-35,-43.875,1.3998,NaN,-8.875
5,vertical_0-flanker,1,0,NaN,55,63,0.9582,NaN,8
5,vertical_0-flanker,1,0,NaN,-55,-54.75,1.0749,NaN,0.25
5,vertical_0-flanker,1,0,NaN,-35,-51.375,1.0918,NaN,-16.375
5,vertical_0-flanker,1,0,NaN,-55,-47.25,1.5742,NaN,7.75
5,vertical_0-flanker,1,0,NaN,-35,-54.75,1.3411,NaN,-19.75
5,vertical_0-flanker,1,1,NaN,55,48,0.966,NaN,-7
5,vertical_0-flanker,1,0,NaN,-55,-36,1.2493,NaN,19
5,vertical_0-flanker,1,1,NaN,-55,-44.25,1.2586,NaN,10.75
5,vertical_0-flanker,1,1,NaN,-55,-47.625,0.8751,NaN,7.375
5,vertical_0-flanker,1,0,NaN,-35,-52.5,2.249,NaN,-17.5
5,vertical_0-flanker,1,1,NaN,35,31.125,0.7497,NaN,-3.875
5,vertical_0-flanker,1,0,NaN,-35,-36.375,0.8004,NaN,-1.375
5,vertical_0-flanker,1,1,NaN,35,48.75,0.9836,NaN,13.75
5,vertical_0-flanker,1,0,NaN,35,34.875,1.3736,NaN,-0.125
5,vertical_0-flanker,2,1,NaN,-55,-60.375,1.8669,NaN,-5.375
5,vertical_0-flanker,2,0,NaN,-55,-59.625,0.9416,NaN,-4.625
5,vertical_0-flanker,2,0,NaN,-55,-55.875,1.2333,NaN,-0.875
5,vertical_0-flanker,2,1,NaN,-55,-40.5,1.0409,NaN,14.5
5,vertical_0-flanker,2,1,NaN,35,40.875,1.1245,NaN,5.875
5,vertical_0-flanker,2,1,NaN,55,64.125,1.5077,NaN,9.125
5,vertical_0-flanker,2,0,NaN,35,50.25,1.4502,NaN,15.25
5,vertical_0-flanker,2,0,NaN,-55,-43.5,1.1085,NaN,11.5
5,vertical_0-flanker,2,1,NaN,-35,-28.875,1.1333,NaN,6.125
5,vertical_0-flanker,2,0,NaN,55,47.25,1.4662,NaN,-7.75
5,vertical_0-flanker,2,1,NaN,35,28.125,1.7076,NaN,-6.875
5,vertical_0-flanker,2,0,NaN,-55,-48.75,1.1994,NaN,6.25
5,vertical_0-flanker,2,0,NaN,-35,-42.375,1.0245,NaN,-7.375
5,vertical_0-flanker,2,0,NaN,35,26.625,0.6995,NaN,-8.375
5,vertical_0-flanker,2,0,NaN,-55,-37.5,0.9244,NaN,17.5
5,vertical_0-flanker,2,1,NaN,55,68.25,1.208,NaN,13.25
5,vertical_0-flanker,2,1,NaN,-55,-70.875,1.3243,NaN,-15.875
5,vertical_0-flanker,2,1,NaN,55,63,1.8742,NaN,8
5,vertical_0-flanker,2,1,NaN,-55,-49.125,0.9002,NaN,5.875
5,vertical_0-flanker,2,1,NaN,55,62.25,1.1669,NaN,7.25
5,vertical_0-flanker,2,0,NaN,35,45.375,1.0575,NaN,10.375
5,vertical_0-flanker,2,0,NaN,-55,-44.625,0.7505,NaN,10.375
5,vertical_0-flanker,2,0,NaN,55,46.875,0.8005,NaN,-8.125
5,vertical_0-flanker,2,1,NaN,55,42.75,1.2248,NaN,-12.25
5,vertical_0-flanker,2,0,NaN,-55,-39.75,0.942,NaN,15.25
5,vertical_0-flanker,2,1,NaN,-35,-14.625,0.8152,NaN,20.375
5,vertical_0-flanker,2,1,NaN,-55,-41.25,1.6494,NaN,13.75
5,vertical_0-flanker,2,1,NaN,-35,-14.625,1.0587,NaN,20.375
5,vertical_0-flanker,2,1,NaN,-55,-62.625,1.3904,NaN,-7.625
5,vertical_0-flanker,2,1,NaN,-55,-61.5,0.5584,NaN,-6.5
5,vertical_0-flanker,2,1,NaN,35,45,0.9827,NaN,10
5,vertical_0-flanker,2,1,NaN,-35,-17.25,0.8578,NaN,17.75
5,vertical_0-flanker,2,1,NaN,-35,-37.125,1.4502,NaN,-2.125
5,vertical_0-flanker,2,1,NaN,-55,-65.625,2.1915,NaN,-10.625
5,vertical_0-flanker,2,0,NaN,-35,-40.5,1.2161,NaN,-5.5
5,vertical_0-flanker,2,0,NaN,-55,-40.875,0.9335,NaN,14.125
5,vertical_0-flanker,2,0,NaN,-55,-42,1.2991,NaN,13
5,vertical_0-flanker,2,0,NaN,35,26.25,2.5994,NaN,-8.75
5,vertical_0-flanker,2,0,NaN,35,28.5,1.4909,NaN,-6.5
5,vertical_0-flanker,2,0,NaN,35,49.125,0.9087,NaN,14.125
5,vertical_0-flanker,2,0,NaN,-55,-49.125,1.4502,NaN,5.875
5,vertical_0-flanker,2,1,NaN,-35,-9.375,0.917,NaN,25.625
5,vertical_0-flanker,2,0,NaN,-35,-44.625,1.1919,NaN,-9.625
5,vertical_0-flanker,2,0,NaN,-35,-50.625,1.4577,NaN,-15.625
5,vertical_0-flanker,2,0,NaN,-55,-69.75,0.9161,NaN,-14.75
5,vertical_0-flanker,2,0,NaN,-35,-46.125,1.1327,NaN,-11.125
5,vertical_0-flanker,2,0,NaN,-35,-57.75,1.1323,NaN,-22.75
5,vertical_0-flanker,2,0,NaN,55,49.875,1.2659,NaN,-5.125
5,vertical_0-flanker,2,1,NaN,-35,-19.5,1.2497,NaN,15.5
5,vertical_0-flanker,2,1,NaN,55,47.625,1.1326,NaN,-7.375
5,vertical_0-flanker,2,1,NaN,-55,-57.75,1.6661,NaN,-2.75
5,vertical_0-flanker,2,0,NaN,-35,-47.625,1.8739,NaN,-12.625
5,vertical_0-flanker,2,0,NaN,35,43.5,1.559,NaN,8.5
5,vertical_0-flanker,2,1,NaN,-55,-72,1.4578,NaN,-17
5,vertical_0-flanker,2,0,NaN,-55,-66.375,1.3251,NaN,-11.375
5,vertical_0-flanker,2,1,NaN,-55,-57.375,0.9421,NaN,-2.375
5,vertical_0-flanker,3,1,NaN,35,43.875,0.8494,NaN,8.875
5,vertical_0-flanker,3,0,NaN,35,54.375,1.4242,NaN,19.375
5,vertical_0-flanker,3,0,NaN,55,63,1.3337,NaN,8
5,vertical_0-flanker,3,0,NaN,-55,-55.5,1.2578,NaN,-0.5
5,vertical_0-flanker,3,1,NaN,35,36.375,1.4171,NaN,1.375
5,vertical_0-flanker,3,0,NaN,-55,-48.375,0.791,NaN,6.625
5,vertical_0-flanker,3,0,NaN,55,62.25,1.4577,NaN,7.25
5,vertical_0-flanker,3,0,NaN,-55,-53.25,1.8168,NaN,1.75
5,vertical_0-flanker,3,1,NaN,55,57,1.116,NaN,2
5,vertical_0-flanker,3,0,NaN,-35,-42.75,1.1169,NaN,-7.75
5,vertical_0-flanker,3,0,NaN,-35,-52.125,1.2493,NaN,-17.125
5,vertical_0-flanker,3,1,NaN,35,22.125,0.7494,NaN,-12.875
5,vertical_0-flanker,3,1,NaN,-55,-69.375,1.2158,NaN,-14.375
5,vertical_0-flanker,3,1,NaN,-55,-54.375,1.0577,NaN,0.625
5,vertical_0-flanker,3,0,NaN,55,58.875,1.5491,NaN,3.875
5,vertical_0-flanker,3,0,NaN,35,39.75,1.1253,NaN,4.75
5,vertical_0-flanker,3,1,NaN,-35,-28.5,0.616,NaN,6.5
5,vertical_0-flanker,3,1,NaN,-35,-51.375,1.0658,NaN,-16.375
5,vertical_0-flanker,3,0,NaN,55,58.125,0.867,NaN,3.125
5,vertical_0-flanker,3,1,NaN,-35,-22.5,0.8572,NaN,12.5
5,vertical_0-flanker,3,1,NaN,-35,-32.25,1.0744,NaN,2.75
5,vertical_0-flanker,3,1,NaN,-35,-38.625,1.2001,NaN,-3.625
5,vertical_0-flanker,3,1,NaN,-35,-26.25,0.6839,NaN,8.75
5,vertical_0-flanker,3,1,NaN,35,29.625,1.1576,NaN,-5.375
5,vertical_0-flanker,3,1,NaN,-35,-41.25,1.5407,NaN,-6.25
5,vertical_0-flanker,3,0,NaN,-35,-69,2.3323,NaN,-34
5,vertical_0-flanker,3,0,NaN,55,48.375,0.916,NaN,-6.625
5,vertical_0-flanker,3,0,NaN,35,36.375,1.1244,NaN,1.375
5,vertical_0-flanker,3,1,NaN,-35,-36.375,1.1826,NaN,-1.375
5,vertical_0-flanker,3,1,NaN,35,46.125,1.6834,NaN,11.125
5,vertical_0-flanker,3,0,NaN,-35,-38.625,0.9744,NaN,-3.625
5,vertical_0-flanker,3,1,NaN,55,66.75,1.1569,NaN,11.75
5,vertical_0-flanker,3,0,NaN,-55,-40.875,1.3491,NaN,14.125
5,vertical_0-flanker,3,1,NaN,-55,-71.625,1.7826,NaN,-16.625
5,vertical_0-flanker,3,0,NaN,55,48.375,1.0327,NaN,-6.625
5,vertical_0-flanker,3,0,NaN,-55,-65.25,1.1244,NaN,-10.25
5,vertical_0-flanker,3,0,NaN,-35,-45.75,1.2909,NaN,-10.75
5,vertical_0-flanker,3,1,NaN,35,42.375,1.7656,NaN,7.375
5,vertical_0-flanker,3,0,NaN,35,43.125,1.0994,NaN,8.125
5,vertical_0-flanker,3,1,NaN,55,66.75,0.8669,NaN,11.75
5,vertical_0-flanker,3,1,NaN,-35,-28.875,1.1076,NaN,6.125
5,vertical_0-flanker,3,1,NaN,-55,-66.375,1.7334,NaN,-11.375
5,vertical_0-flanker,3,1,NaN,-55,-75.75,1.1827,NaN,-20.75
5,vertical_0-flanker,3,0,NaN,-35,-50.625,1.0825,NaN,-15.625
5,vertical_0-flanker,3,0,NaN,35,32.25,2.8985,NaN,-2.75
5,vertical_0-flanker,3,0,NaN,-35,-37.5,1.1661,NaN,-2.5
5,vertical_0-flanker,3,1,NaN,35,28.875,0.9586,NaN,-6.125
5,vertical_0-flanker,3,0,NaN,55,57,1.341,NaN,2
5,vertical_0-flanker,3,0,NaN,35,43.875,1.3741,NaN,8.875
5,vertical_0-flanker,3,0,NaN,35,41.625,1.3335,NaN,6.625
5,vertical_0-flanker,3,1,NaN,-35,-40.875,1.8328,NaN,-5.875
5,vertical_0-flanker,3,1,NaN,-35,-36.375,1.8325,NaN,-1.375
5,vertical_0-flanker,3,1,NaN,55,66.75,1.349,NaN,11.75
5,vertical_0-flanker,3,0,NaN,55,66.375,1.5335,NaN,11.375
5,vertical_0-flanker,3,0,NaN,35,52.125,1.25,NaN,17.125
5,vertical_0-flanker,3,0,NaN,-55,-53.25,1.1077,NaN,1.75
5,vertical_0-flanker,4,0,NaN,35,47.625,0.9082,NaN,12.625
5,vertical_0-flanker,4,1,NaN,35,29.25,0.6494,NaN,-5.75
5,vertical_0-flanker,4,1,NaN,35,30.375,1.4079,NaN,-4.625
5,vertical_0-flanker,4,1,NaN,-35,-45.375,1.0648,NaN,-10.375
5,vertical_0-flanker,4,1,NaN,35,35.25,0.9587,NaN,0.25
5,vertical_0-flanker,4,1,NaN,35,33.375,0.816,NaN,-1.625
5,vertical_0-flanker,4,0,NaN,55,73.125,1.2258,NaN,18.125
5,vertical_0-flanker,4,1,NaN,55,63.75,1.3324,NaN,8.75
5,vertical_0-flanker,4,1,NaN,-55,-55.875,0.9078,NaN,-0.875
5,vertical_0-flanker,4,0,NaN,35,32.25,1.2918,NaN,-2.75
5,vertical_0-flanker,4,0,NaN,-55,-55.5,0.8327,NaN,-0.5
5,vertical_0-flanker,4,1,NaN,35,56.25,1.2,NaN,21.25
5,vertical_0-flanker,4,0,NaN,-35,-40.5,0.6844,NaN,-5.5
5,vertical_0-flanker,4,1,NaN,-55,-69.75,0.9166,NaN,-14.75
5,vertical_0-flanker,4,0,NaN,55,47.25,1.1504,NaN,-7.75
5,vertical_0-flanker,4,0,NaN,55,56.25,0.9743,NaN,1.25
5,vertical_0-flanker,4,1,NaN,35,33.375,0.7744,NaN,-1.625
5,vertical_0-flanker,4,0,NaN,-55,-58.5,1.0913,NaN,-3.5
5,vertical_0-flanker,4,0,NaN,35,40.125,0.75,NaN,5.125
5,vertical_0-flanker,4,1,NaN,35,37.125,0.5668,NaN,2.125
5,vertical_0-flanker,4,0,NaN,35,43.875,0.8244,NaN,8.875
5,vertical_0-flanker,4,1,NaN,55,58.125,1.1158,NaN,3.125
5,vertical_0-flanker,4,1,NaN,-35,-21.75,0.8,NaN,13.25
5,vertical_0-flanker,4,0,NaN,-35,-52.5,0.9659,NaN,-17.5
5,vertical_0-flanker,4,0,NaN,-35,-30,0.5927,NaN,5
5,vertical_0-flanker,4,1,NaN,-55,-64.875,1.0826,NaN,-9.875
5,vertical_0-flanker,4,0,NaN,-35,-39.375,1.1004,NaN,-4.375
5,vertical_0-flanker,4,1,NaN,35,39,1.0166,NaN,4
5,vertical_0-flanker,4,1,NaN,55,64.125,1.108,NaN,9.125
5,vertical_0-flanker,4,1,NaN,-35,-33,0.8671,NaN,2
5,vertical_0-flanker,4,0,NaN,55,51,1.166,NaN,-4
5,vertical_0-flanker,4,1,NaN,-35,-42,1.0504,NaN,-7
5,vertical_0-flanker,4,1,NaN,55,63.75,0.7241,NaN,8.75
5,vertical_0-flanker,4,1,NaN,-55,-55.875,0.9919,NaN,-0.875
5,vertical_0-flanker,4,0,NaN,-55,-61.5,0.6493,NaN,-6.5
5,vertical_0-flanker,4,1,NaN,55,55.875,1.017,NaN,0.875
5,vertical_0-flanker,4,0,NaN,-55,-51.75,0.7826,NaN,3.25
5,vertical_0-flanker,4,1,NaN,-35,-27.375,1.2906,NaN,7.625
5,vertical_0-flanker,4,0,NaN,35,31.5,1.1575,NaN,-3.5
5,vertical_0-flanker,4,1,NaN,55,63,1.7409,NaN,8
5,vertical_0-flanker,4,0,NaN,35,43.5,1.0921,NaN,8.5
5,vertical_0-flanker,4,0,NaN,55,70.875,0.891,NaN,15.875
5,vertical_0-flanker,4,0,NaN,55,64.5,1.8585,NaN,9.5
5,vertical_0-flanker,4,1,NaN,35,43.5,1.2254,NaN,8.5
5,vertical_0-flanker,4,0,NaN,35,49.5,0.6577,NaN,14.5
5,vertical_0-flanker,4,0,NaN,-35,-40.5,1.416,NaN,-5.5
5,vertical_0-flanker,4,1,NaN,55,58.125,0.75,NaN,3.125
5,vertical_0-flanker,4,0,NaN,55,62.25,1.1004,NaN,7.25
5,vertical_0-flanker,4,0,NaN,35,31.5,0.691,NaN,-3.5
5,vertical_0-flanker,4,1,NaN,-35,-46.125,1.6075,NaN,-11.125
5,vertical_0-flanker,4,1,NaN,55,66.375,0.791,NaN,11.375
5,vertical_0-flanker,4,0,NaN,55,61.125,1.1088,NaN,6.125
5,vertical_0-flanker,4,1,NaN,-55,-57.75,1.0669,NaN,-2.75
5,vertical_0-flanker,4,0,NaN,-35,-23.625,1.0243,NaN,11.375
5,vertical_0-flanker,4,0,NaN,-55,-55.875,1.191,NaN,-0.875
5,vertical_0-flanker,4,1,NaN,55,54.75,1.0671,NaN,-0.25
5,vertical_0-flanker,5,1,NaN,-55,-61.125,1.5659,NaN,-6.125
5,vertical_0-flanker,5,0,NaN,-55,-54.375,1.1901,NaN,0.625
5,vertical_0-flanker,5,0,NaN,55,45,1.1499,NaN,-10
5,vertical_0-flanker,5,1,NaN,35,25.5,1.6743,NaN,-9.5
5,vertical_0-flanker,5,0,NaN,-35,-32.625,1.2334,NaN,2.375
5,vertical_0-flanker,5,0,NaN,55,60,1.042,NaN,5
5,vertical_0-flanker,5,1,NaN,-35,-23.25,1.1076,NaN,11.75
5,vertical_0-flanker,5,1,NaN,-55,-42.375,1.1329,NaN,12.625
5,vertical_0-flanker,5,0,NaN,35,38.25,1.0253,NaN,3.25
5,vertical_0-flanker,5,0,NaN,-35,-40.125,0.9577,NaN,-5.125
5,vertical_0-flanker,5,0,NaN,55,42,1.1919,NaN,-13
5,vertical_0-flanker,5,1,NaN,55,57.75,0.7502,NaN,2.75
5,vertical_0-flanker,5,0,NaN,55,54.375,1.5325,NaN,-0.625
5,vertical_0-flanker,5,1,NaN,55,73.125,0.7661,NaN,18.125
5,vertical_0-flanker,5,0,NaN,35,36,0.7325,NaN,1
5,vertical_0-flanker,5,0,NaN,-35,-23.25,1.0346,NaN,11.75
5,vertical_0-flanker,5,0,NaN,-35,-47.25,1.2588,NaN,-12.25
5,vertical_0-flanker,5,0,NaN,55,74.625,1.1075,NaN,19.625
5,vertical_0-flanker,5,0,NaN,35,25.5,0.5814,NaN,-9.5
5,vertical_0-flanker,5,0,NaN,35,43.5,0.9162,NaN,8.5
5,vertical_0-flanker,5,1,NaN,-35,-25.125,0.9909,NaN,9.875
5,vertical_0-flanker,5,1,NaN,55,52.875,1.4743,NaN,-2.125
5,vertical_0-flanker,5,1,NaN,35,42,1.4336,NaN,7
5,vertical_0-flanker,5,0,NaN,35,25.875,1.1409,NaN,-9.125
5,vertical_0-flanker,5,1,NaN,-55,-54,1.3837,NaN,1
5,vertical_0-flanker,5,0,NaN,55,48,1.2914,NaN,-7
5,vertical_0-flanker,5,1,NaN,-35,-31.875,1.0504,NaN,3.125
5,vertical_0-flanker,5,0,NaN,-35,-34.5,1.0242,NaN,0.5
5,vertical_0-flanker,5,1,NaN,55,45.75,0.8995,NaN,-9.25
5,vertical_0-flanker,5,0,NaN,-35,-31.875,0.7833,NaN,3.125
5,vertical_0-flanker,5,1,NaN,55,53.25,0.6919,NaN,-1.75
5,vertical_0-flanker,5,1,NaN,-35,-23.25,0.9333,NaN,11.75
5,vertical_0-flanker,5,1,NaN,35,17.25,1.0501,NaN,-17.75
5,vertical_0-flanker,5,0,NaN,-55,-69,1.4172,NaN,-14
5,vertical_0-flanker,5,1,NaN,55,63.375,1.5836,NaN,8.375
5,vertical_0-flanker,5,0,NaN,-35,-41.25,1.1494,NaN,-6.25
5,vertical_0-flanker,5,1,NaN,-55,-60.75,1.1826,NaN,-5.75
5,vertical_0-flanker,5,1,NaN,55,54.375,1.0419,NaN,-0.625
5,vertical_0-flanker,5,1,NaN,-55,-61.875,0.9746,NaN,-6.875
5,vertical_0-flanker,5,0,NaN,35,37.5,1.1667,NaN,2.5
5,vertical_0-flanker,5,0,NaN,55,67.875,1.3158,NaN,12.875
5,vertical_0-flanker,5,1,NaN,55,63.375,1.266,NaN,8.375
5,vertical_0-flanker,5,1,NaN,-35,-9.75,0.7661,NaN,25.25
5,vertical_0-flanker,5,0,NaN,35,34.5,0.867,NaN,-0.5
5,vertical_0-flanker,5,1,NaN,-55,-66.375,1.1658,NaN,-11.375
5,vertical_0-flanker,5,1,NaN,55,67.875,1.0839,NaN,12.875
5,vertical_0-flanker,5,0,NaN,35,57.75,1.1406,NaN,22.75
5,vertical_0-flanker,5,1,NaN,35,21.75,0.6993,NaN,-13.25
5,vertical_0-flanker,5,0,NaN,-55,-52.5,0.8665,NaN,2.5
5,vertical_0-flanker,5,0,NaN,-55,-52.125,0.6904,NaN,2.875
5,vertical_0-flanker,5,0,NaN,55,41.625,1.2575,NaN,-13.375
5,vertical_0-flanker,5,1,NaN,55,50.25,0.7909,NaN,-4.75
5,vertical_0-flanker,5,0,NaN,35,28.875,1.6991,NaN,-6.125
5,vertical_0-flanker,5,1,NaN,35,19.875,0.7161,NaN,-15.125
5,vertical_0-flanker,5,1,NaN,35,30.375,1.1745,NaN,-4.625
5,vertical_0-flanker,5,0,NaN,-35,-57,1.0992,NaN,-22
5,vertical_0-flanker,6,1,NaN,-35,-46.125,0.8578,NaN,-11.125
5,vertical_0-flanker,6,0,NaN,-55,-60,1.3335,NaN,-5
5,vertical_0-flanker,6,1,NaN,55,57,0.941,NaN,2
5,vertical_0-flanker,6,0,NaN,35,40.875,0.9825,NaN,5.875
5,vertical_0-flanker,6,0,NaN,55,58.5,1.1077,NaN,3.5
5,vertical_0-flanker,6,1,NaN,-55,-64.125,1.0162,NaN,-9.125
5,vertical_0-flanker,6,1,NaN,-35,-13.5,1.4991,NaN,21.5
5,vertical_0-flanker,6,1,NaN,55,51.375,1.3175,NaN,-3.625
5,vertical_0-flanker,6,1,NaN,-55,-73.875,1.6571,NaN,-18.875
5,vertical_0-flanker,6,1,NaN,-55,-60.375,1.1087,NaN,-5.375
5,vertical_0-flanker,6,1,NaN,-55,-60.75,0.5671,NaN,-5.75
5,vertical_0-flanker,6,0,NaN,55,54,1.1662,NaN,-1
5,vertical_0-flanker,6,0,NaN,55,48.375,1.217,NaN,-6.625
5,vertical_0-flanker,6,1,NaN,55,80.625,1.4825,NaN,25.625
5,vertical_0-flanker,6,1,NaN,55,75,1.9161,NaN,20
5,vertical_0-flanker,6,1,NaN,-35,-18.375,0.6418,NaN,16.625
5,vertical_0-flanker,6,0,NaN,-55,-45.75,0.9908,NaN,9.25
5,vertical_0-flanker,6,0,NaN,-35,-32.25,1.4326,NaN,2.75
5,vertical_0-flanker,6,0,NaN,-35,-25.875,1.2002,NaN,9.125
5,vertical_0-flanker,6,1,NaN,35,60.375,1.2087,NaN,25.375
5,vertical_0-flanker,6,1,NaN,35,34.5,0.867,NaN,-0.5
5,vertical_0-flanker,6,1,NaN,-55,-48,0.7994,NaN,7
5,vertical_0-flanker,6,0,NaN,35,29.625,0.9661,NaN,-5.375
5,vertical_0-flanker,6,0,NaN,35,60,0.9158,NaN,25
5,vertical_0-flanker,6,1,NaN,35,32.25,0.9824,NaN,-2.75
5,vertical_0-flanker,6,0,NaN,-55,-51.375,0.9164,NaN,3.625
5,vertical_0-flanker,6,1,NaN,35,43.875,1.0077,NaN,8.875
5,vertical_0-flanker,6,0,NaN,55,57,1.0586,NaN,2
5,vertical_0-flanker,6,0,NaN,55,65.25,0.634,NaN,10.25
5,vertical_0-flanker,6,0,NaN,-35,-25.5,1.0414,NaN,9.5
5,vertical_0-flanker,6,1,NaN,-55,-52.5,0.9751,NaN,2.5
5,vertical_0-flanker,6,1,NaN,-35,-42,1.0076,NaN,-7
5,vertical_0-flanker,6,1,NaN,35,49.125,1.5754,NaN,14.125
5,vertical_0-flanker,6,1,NaN,55,73.875,1.066,NaN,18.875
5,vertical_0-flanker,6,1,NaN,-55,-48,0.9325,NaN,7
5,vertical_0-flanker,6,1,NaN,-55,-58.875,1.1911,NaN,-3.875
5,vertical_0-flanker,6,0,NaN,55,68.25,1.3158,NaN,13.25
5,vertical_0-flanker,6,1,NaN,35,33.375,1.4159,NaN,-1.625
5,vertical_0-flanker,6,0,NaN,-35,-40.125,0.8836,NaN,-5.125
5,vertical_0-flanker,6,0,NaN,-35,-33.75,0.9501,NaN,1.25
5,vertical_0-flanker,6,1,NaN,-35,-10.875,1.4499,NaN,24.125
5,vertical_0-flanker,6,1,NaN,-35,-30.375,0.7661,NaN,4.625
5,vertical_0-flanker,6,1,NaN,-35,-36.75,0.7336,NaN,-1.75
5,vertical_0-flanker,6,1,NaN,-35,-30,1.7657,NaN,5
5,vertical_0-flanker,6,1,NaN,35,55.5,1.092,NaN,20.5
5,vertical_0-flanker,6,1,NaN,-35,-12.375,1.1994,NaN,22.625
5,vertical_0-flanker,6,0,NaN,55,69.375,1.8743,NaN,14.375
5,vertical_0-flanker,6,0,NaN,35,48.75,1.1907,NaN,13.75
5,vertical_0-flanker,6,0,NaN,-55,-53.625,1.1908,NaN,1.375
5,vertical_0-flanker,6,1,NaN,55,66.75,0.8995,NaN,11.75
