participantid,condition,block,reliabilityT,reliabilityF,theta,resp,rt,flankerMinusTarget,error
12,vertical_0-flanker,5,0,NaN,55,59.625,1.6101,NaN,4.625
12,vertical_0-flanker,5,1,NaN,-35,-31.5,0.7833,NaN,3.5
12,vertical_0-flanker,5,1,NaN,-35,-26.25,0.9085,NaN,8.75
12,vertical_0-flanker,5,0,NaN,35,37.875,1.9652,NaN,2.875
12,vertical_0-flanker,5,0,NaN,-35,-26.25,0.4437,NaN,NaN
12,vertical_0-flanker,5,1,NaN,55,45.375,0.9711,NaN,-9.625
12,vertical_0-flanker,5,1,NaN,-35,-33,1.7969,NaN,2
12,vertical_0-flanker,5,0,NaN,-35,-14.625,0.8805,NaN,20.375
12,vertical_0-flanker,5,1,NaN,-35,-25.875,0.8177,NaN,9.125
12,vertical_0-flanker,5,0,NaN,-35,-21.375,1.249,NaN,13.625
12,vertical_0-flanker,5,1,NaN,35,45,0.7491,NaN,10
12,vertical_0-flanker,5,0,NaN,55,44.625,1.4634,NaN,-10.375
12,vertical_0-flanker,5,0,NaN,-35,-23.625,0.6789,NaN,11.375
12,vertical_0-flanker,5,0,NaN,55,58.875,1.6732,NaN,3.875
12,vertical_0-flanker,5,0,NaN,55,51.375,1.2277,NaN,-3.625
12,vertical_0-flanker,5,0,NaN,-35,-46.125,0.9644,NaN,-11.125
12,vertical_0-flanker,5,0,NaN,35,-35.25,0.9503,NaN,NaN
12,vertical_0-flanker,5,1,NaN,35,34.875,0.6668,NaN,-0.125
12,vertical_0-flanker,5,0,NaN,-55,-51.375,0.9298,NaN,3.625
12,vertical_0-flanker,5,1,NaN,55,48,0.4914,NaN,NaN
12,vertical_0-flanker,5,0,NaN,-35,-25.125,0.4016,NaN,NaN
12,vertical_0-flanker,5,0,NaN,55,51.75,0.5121,NaN,-3.25
12,vertical_0-flanker,5,1,NaN,-35,-27.75,0.8045,NaN,7.25
12,vertical_0-flanker,5,1,NaN,55,55.875,0.7213,NaN,0.875
12,vertical_0-flanker,5,1,NaN,-35,-37.125,0.9224,NaN,-2.125
12,vertical_0-flanker,5,0,NaN,-55,-46.875,0.6934,NaN,8.125
12,vertical_0-flanker,5,0,NaN,35,58.125,1.4429,NaN,23.125
12,vertical_0-flanker,5,1,NaN,55,39.75,1.9916,NaN,-15.25
12,vertical_0-flanker,5,1,NaN,35,22.875,0.471,NaN,NaN
12,vertical_0-flanker,5,1,NaN,-55,-67.875,0.5056,NaN,-12.875
12,vertical_0-flanker,5,1,NaN,55,60.375,0.8256,NaN,5.375
12,vertical_0-flanker,5,1,NaN,35,20.25,0.9984,NaN,-14.75
12,vertical_0-flanker,5,1,NaN,35,25.5,0.561,NaN,-9.5
12,vertical_0-flanker,5,0,NaN,35,54,0.4639,NaN,NaN
12,vertical_0-flanker,5,1,NaN,-55,-47.25,0.756,NaN,7.75
12,vertical_0-flanker,5,1,NaN,35,24.75,1.3318,NaN,-10.25
12,vertical_0-flanker,5,0,NaN,35,30.75,0.8264,NaN,-4.25
12,vertical_0-flanker,5,1,NaN,35,25.125,0.7217,NaN,-9.875
12,vertical_0-flanker,5,0,NaN,35,16.875,1.2693,NaN,-18.125
12,vertical_0-flanker,5,1,NaN,-55,-70.125,0.68,NaN,-15.125
12,vertical_0-flanker,6,0,NaN,-35,-34.875,0.7207,NaN,0.125
12,vertical_0-flanker,6,1,NaN,-35,-39.75,0.943,NaN,-4.75
12,vertical_0-flanker,6,1,NaN,35,32.625,0.9508,NaN,-2.375
12,vertical_0-flanker,6,0,NaN,55,40.875,0.9643,NaN,-14.125
12,vertical_0-flanker,6,1,NaN,35,34.875,0.6178,NaN,-0.125
12,vertical_0-flanker,6,0,NaN,-55,-52.5,0.7554,NaN,2.5
12,vertical_0-flanker,6,1,NaN,35,39,1.1097,NaN,4
12,vertical_0-flanker,6,0,NaN,35,30.375,1.1928,NaN,-4.625
12,vertical_0-flanker,6,1,NaN,-35,-39.75,0.9439,NaN,-4.75
12,vertical_0-flanker,6,1,NaN,-55,-67.125,0.9985,NaN,-12.125
12,vertical_0-flanker,6,0,NaN,-35,-28.5,0.9234,NaN,6.5
12,vertical_0-flanker,6,0,NaN,35,80.25,1.5412,NaN,NaN
12,vertical_0-flanker,6,0,NaN,55,72.75,3.7702,NaN,NaN
12,vertical_0-flanker,6,1,NaN,-55,-57,1.1304,NaN,-2
12,vertical_0-flanker,6,1,NaN,55,71.25,1.0207,NaN,16.25
12,vertical_0-flanker,6,0,NaN,35,18,0.9299,NaN,-17
12,vertical_0-flanker,6,1,NaN,55,66.375,1.2004,NaN,11.375
12,vertical_0-flanker,6,0,NaN,35,72.375,0.3958,NaN,NaN
12,vertical_0-flanker,6,0,NaN,-55,-58.5,1.5608,NaN,-3.5
12,vertical_0-flanker,6,0,NaN,-35,-33.375,0.8316,NaN,1.625
12,vertical_0-flanker,6,1,NaN,-55,-42.75,0.9925,NaN,12.25
12,vertical_0-flanker,6,1,NaN,-55,-54.375,0.882,NaN,0.625
12,vertical_0-flanker,6,0,NaN,35,-33.75,1.0194,NaN,NaN
12,vertical_0-flanker,6,1,NaN,55,61.125,1.4155,NaN,6.125
12,vertical_0-flanker,6,1,NaN,-55,-48.75,0.986,NaN,6.25
12,vertical_0-flanker,6,0,NaN,-35,-39,0.9289,NaN,-4
12,vertical_0-flanker,6,1,NaN,-55,-59.25,1.2501,NaN,-4.25
12,vertical_0-flanker,6,1,NaN,35,36,1.1173,NaN,1
12,vertical_0-flanker,6,1,NaN,35,34.5,0.7283,NaN,-0.5
12,vertical_0-flanker,6,0,NaN,-35,-25.875,0.7496,NaN,9.125
12,vertical_0-flanker,6,0,NaN,-35,-2.25,1.0411,NaN,32.75
12,vertical_0-flanker,6,0,NaN,-35,-19.875,1.0346,NaN,15.125
12,vertical_0-flanker,6,1,NaN,-35,-31.5,1.0194,NaN,3.5
12,vertical_0-flanker,6,0,NaN,-55,-48.75,0.8322,NaN,6.25
12,vertical_0-flanker,6,1,NaN,-55,-58.125,0.4705,NaN,NaN
12,vertical_0-flanker,6,0,NaN,35,39,0.7906,NaN,4
12,vertical_0-flanker,6,0,NaN,55,46.875,0.7905,NaN,-8.125
12,vertical_0-flanker,6,0,NaN,35,54,0.9361,NaN,19
12,vertical_0-flanker,6,0,NaN,55,51,0.7763,NaN,-4
12,vertical_0-flanker,6,0,NaN,35,24.375,1.0336,NaN,-10.625
12,vertical_0-flanker,6,1,NaN,55,53.625,0.7695,NaN,-1.375
12,vertical_0-flanker,6,1,NaN,35,25.875,0.9713,NaN,-9.125
12,vertical_0-flanker,6,1,NaN,-35,-36.75,0.4711,NaN,NaN
12,vertical_0-flanker,6,0,NaN,35,43.5,0.4996,NaN,NaN
12,vertical_0-flanker,6,0,NaN,55,47.625,1.1173,NaN,-7.375
12,vertical_0-flanker,6,0,NaN,-55,-58.5,0.8807,NaN,-3.5
12,vertical_0-flanker,6,1,NaN,-55,-48,1.2565,NaN,7
12,vertical_0-flanker,6,1,NaN,55,49.5,0.7623,NaN,-5.5
12,vertical_0-flanker,6,0,NaN,-55,-55.125,0.7075,NaN,-0.125
12,vertical_0-flanker,6,0,NaN,55,54.375,1.048,NaN,-0.625
12,vertical_0-flanker,6,1,NaN,-35,-40.875,0.6303,NaN,-5.875
12,vertical_0-flanker,6,0,NaN,-55,-45.375,1.3734,NaN,9.625
12,vertical_0-flanker,6,1,NaN,55,57,0.8387,NaN,2
12,vertical_0-flanker,6,1,NaN,-35,-25.125,1.0885,NaN,9.875
12,vertical_0-flanker,6,0,NaN,35,53.25,0.9851,NaN,18.25
12,vertical_0-flanker,6,0,NaN,-55,-42.375,0.7277,NaN,12.625
12,vertical_2-flanker,1,1,0,35,16.5,0.8314,-10,-18.5
12,vertical_2-flanker,1,1,0,35,31.875,0.6731,45,-3.125
12,vertical_2-flanker,1,0,1,35,39.375,1.1721,90,4.375
12,vertical_2-flanker,1,1,0,55,56.25,0.9434,0,1.25
12,vertical_2-flanker,1,0,1,55,55.875,1.624,10,0.875
12,vertical_2-flanker,1,1,0,35,29.25,0.7071,40,-5.75
12,vertical_2-flanker,1,0,1,35,39,0.7082,90,4
12,vertical_2-flanker,1,1,0,35,33.375,0.6175,-25,-1.625
12,vertical_2-flanker,1,1,0,35,28.875,1.0134,25,-6.125
12,vertical_2-flanker,1,0,1,55,52.875,0.7902,90,-2.125
12,vertical_2-flanker,1,0,1,55,46.5,0.8042,5,-8.5
12,vertical_2-flanker,1,1,0,55,39,0.7418,-45,-16
12,vertical_2-flanker,1,0,1,55,70.5,0.7969,-25,15.5
12,vertical_2-flanker,1,0,1,55,61.125,0.7766,90,6.125
12,vertical_2-flanker,1,0,1,35,50.25,1.9847,-10,15.25
12,vertical_2-flanker,1,1,0,55,49.125,1.0133,90,-5.875
12,vertical_2-flanker,1,0,1,35,42.75,0.5345,-35,7.75
12,vertical_2-flanker,1,0,1,35,38.625,0.7009,-5,3.625
12,vertical_2-flanker,1,1,0,35,36.375,0.4986,-25,NaN
12,vertical_2-flanker,1,0,1,55,45.75,1.1382,0,-9.25
12,vertical_2-flanker,1,1,0,55,27.375,0.8818,5,-27.625
12,vertical_2-flanker,1,1,0,35,56.25,0.4919,-20,NaN
12,vertical_2-flanker,1,0,1,35,36,1.061,-15,1
12,vertical_2-flanker,1,0,1,55,49.125,0.7902,-20,-5.875
12,vertical_2-flanker,1,0,1,55,78,0.6939,40,23
12,vertical_2-flanker,1,0,1,55,70.125,1.1305,20,15.125
12,vertical_2-flanker,1,1,0,35,30.375,1.2769,20,-4.625
12,vertical_2-flanker,1,0,1,55,-68.625,0.9235,45,NaN
12,vertical_2-flanker,1,0,1,35,51.375,0.9647,5,16.375
12,vertical_2-flanker,1,0,1,35,70.5,0.979,25,NaN
12,vertical_2-flanker,1,0,1,55,48.375,1.2701,-40,-6.625
12,vertical_2-flanker,1,1,0,35,23.625,1.055,-15,-11.375
12,vertical_2-flanker,1,1,0,55,64.125,1.8182,10,9.125
12,vertical_2-flanker,1,1,0,55,68.625,1.6801,20,13.625
12,vertical_2-flanker,1,1,0,55,55.5,1.4784,10,0.5
12,vertical_2-flanker,1,0,1,35,54.75,1.5131,90,19.75
12,vertical_2-flanker,1,0,1,55,48,0.9289,90,-7
12,vertical_2-flanker,1,1,0,35,15,0.4992,-35,NaN
12,vertical_2-flanker,1,1,0,35,45.75,1.0415,90,10.75
12,vertical_2-flanker,1,1,0,55,46.125,0.8188,35,-8.875
12,vertical_2-flanker,1,1,0,35,27.375,0.3886,-5,NaN
12,vertical_2-flanker,1,0,1,35,75,0.8949,45,NaN
12,vertical_2-flanker,1,0,1,35,28.125,1.3248,90,-6.875
12,vertical_2-flanker,1,1,0,35,44.25,0.4224,90,NaN
12,vertical_2-flanker,1,1,0,35,36.375,1.0748,-5,1.375
12,vertical_2-flanker,1,1,0,35,30,0.9706,5,-5
12,vertical_2-flanker,1,0,1,35,22.5,1.0677,-20,-12.5
12,vertical_2-flanker,1,0,1,55,38.625,0.9574,15,-16.375
12,vertical_2-flanker,1,1,0,35,31.125,0.6717,10,-3.875
12,vertical_2-flanker,1,0,1,55,42,0.7979,-5,-13
12,vertical_2-flanker,1,0,1,55,54,0.9568,-35,-1
12,vertical_2-flanker,1,0,1,35,65.625,0.5693,-30,30.625
12,vertical_2-flanker,1,0,1,55,42,0.7695,-15,-13
12,vertical_2-flanker,1,0,1,35,-23.25,0.7484,-40,NaN
12,vertical_2-flanker,1,1,0,35,48.375,0.6873,0,13.375
12,vertical_2-flanker,1,1,0,35,43.875,0.9015,10,8.875
12,vertical_2-flanker,1,1,0,55,66.75,1.089,-15,11.75
12,vertical_2-flanker,1,1,0,35,45,0.5476,-15,10
12,vertical_2-flanker,1,1,0,55,68.25,0.9151,10,13.25
12,vertical_2-flanker,1,0,1,35,51,0.8388,15,16
12,vertical_2-flanker,1,1,0,55,51.375,0.9078,30,-3.625
12,vertical_2-flanker,1,1,0,35,22.5,1.2625,-40,-12.5
12,vertical_2-flanker,1,1,0,35,40.5,0.8115,35,5.5
12,vertical_2-flanker,2,0,1,55,77.25,1.151,25,22.25
12,vertical_2-flanker,2,1,0,35,58.125,0.6528,30,23.125
12,vertical_2-flanker,2,0,1,55,57.75,1.2346,90,2.75
12,vertical_2-flanker,2,1,0,35,38.25,0.9017,-40,3.25
12,vertical_2-flanker,2,1,0,55,51.75,0.679,-30,-3.25
12,vertical_2-flanker,2,0,1,55,68.25,1.1651,25,13.25
12,vertical_2-flanker,2,1,0,55,25.875,1.1998,-20,-29.125
12,vertical_2-flanker,2,1,0,35,33.75,1.5207,-45,-1.25
12,vertical_2-flanker,2,1,0,55,42.75,0.8049,-45,-12.25
12,vertical_2-flanker,2,1,0,35,45,0.6442,-25,10
12,vertical_2-flanker,2,1,0,55,51.375,0.8109,20,-3.625
12,vertical_2-flanker,2,1,0,55,67.125,1.3318,-5,12.125
12,vertical_2-flanker,2,0,1,55,48.375,1.0332,-15,-6.625
12,vertical_2-flanker,2,0,1,35,53.25,1.3456,-10,18.25
12,vertical_2-flanker,2,1,0,35,48.375,1.1729,-35,13.375
12,vertical_2-flanker,2,1,0,35,32.625,1.1595,15,-2.375
12,vertical_2-flanker,2,1,0,55,61.5,0.7707,15,6.5
12,vertical_2-flanker,2,0,1,55,53.625,1.2078,90,-1.375
12,vertical_2-flanker,2,0,1,35,50.25,1.3396,-35,15.25
12,vertical_2-flanker,2,0,1,35,29.625,0.9707,-20,-5.375
12,vertical_2-flanker,2,0,1,55,33.375,0.9509,-25,-21.625
12,vertical_2-flanker,2,1,0,55,72.375,1.0884,40,17.375
12,vertical_2-flanker,2,0,1,55,50.625,1.0482,90,-4.375
12,vertical_2-flanker,2,0,1,35,62.625,0.4514,15,NaN
12,vertical_2-flanker,2,0,1,55,28.875,1.0687,-30,-26.125
12,vertical_2-flanker,2,0,1,35,36,1.2354,-15,1
12,vertical_2-flanker,2,0,1,55,24,1.0126,-40,-31
12,vertical_2-flanker,2,1,0,55,43.125,1.0407,5,-11.875
12,vertical_2-flanker,2,0,1,35,29.625,1.5679,-35,-5.375
12,vertical_2-flanker,2,0,1,55,35.25,0.6309,0,-19.75
12,vertical_2-flanker,2,1,0,55,29.625,0.8813,-10,-25.375
12,vertical_2-flanker,2,0,1,55,30,1.132,-35,-25
12,vertical_2-flanker,2,0,1,35,30.75,0.9925,5,-4.25
12,vertical_2-flanker,2,1,0,35,31.125,1.7275,-35,-3.875
12,vertical_2-flanker,2,0,1,35,18.375,0.6659,45,-16.625
12,vertical_2-flanker,2,0,1,55,43.875,0.9498,-10,-11.125
12,vertical_2-flanker,2,0,1,35,4.5,1.5546,-40,-30.5
12,vertical_2-flanker,2,0,1,55,55.125,0.9929,40,0.125
12,vertical_2-flanker,2,1,0,55,42,1.0477,25,-13
12,vertical_2-flanker,2,1,0,55,44.625,0.9231,30,-10.375
12,vertical_2-flanker,2,1,0,35,36.375,0.4913,-15,NaN
12,vertical_2-flanker,2,0,1,35,36.75,0.8617,-40,1.75
12,vertical_2-flanker,2,1,0,35,24.375,1.534,-40,-10.625
12,vertical_2-flanker,2,0,1,35,34.125,0.9292,-30,-0.875
12,vertical_2-flanker,2,1,0,55,62.625,0.8125,-15,7.625
12,vertical_2-flanker,2,1,0,35,38.25,0.7281,-35,3.25
12,vertical_2-flanker,2,1,0,35,27.375,0.9705,35,-7.625
12,vertical_2-flanker,2,1,0,35,48.75,1.0065,0,13.75
12,vertical_2-flanker,2,1,0,35,43.5,0.8397,-10,8.5
12,vertical_2-flanker,2,1,0,55,38.625,0.8115,-15,-16.375
12,vertical_2-flanker,2,1,0,55,49.5,1.0898,-20,-5.5
12,vertical_2-flanker,2,1,0,55,52.125,1.1026,-15,-2.875
12,vertical_2-flanker,2,1,0,35,31.875,0.7496,40,-3.125
12,vertical_2-flanker,2,1,0,55,75.75,0.7649,90,20.75
12,vertical_2-flanker,2,1,0,55,59.625,0.8191,-5,4.625
12,vertical_2-flanker,2,0,1,55,69.75,0.9499,20,14.75
12,vertical_2-flanker,3,0,1,55,60.75,0.9425,0,5.75
12,vertical_2-flanker,3,0,1,55,55.875,1.1655,-10,0.875
12,vertical_2-flanker,3,1,0,55,46.875,0.8039,-40,-8.125
12,vertical_2-flanker,3,0,1,55,35.25,0.7563,-35,-19.75
12,vertical_2-flanker,3,0,1,55,63.75,1.3531,25,8.75
12,vertical_2-flanker,3,0,1,55,-71.625,0.9498,-5,NaN
12,vertical_2-flanker,3,0,1,35,33.375,0.4097,90,NaN
12,vertical_2-flanker,3,0,1,35,-30.75,0.8179,20,NaN
12,vertical_2-flanker,3,0,1,55,33,1.144,-45,-22
12,vertical_2-flanker,3,0,1,35,27,0.896,-5,-8
12,vertical_2-flanker,3,1,0,55,53.625,0.9721,45,-1.375
12,vertical_2-flanker,3,0,1,55,34.125,12.1448,90,NaN
12,vertical_2-flanker,3,0,1,35,36.75,1.054,40,1.75
12,vertical_2-flanker,3,0,1,55,40.5,0.7763,-5,-14.5
12,vertical_2-flanker,3,0,1,55,69.375,1.033,15,14.375
12,vertical_2-flanker,3,0,1,55,45.75,0.8464,-40,-9.25
12,vertical_2-flanker,3,0,1,35,-31.125,1.2693,5,NaN
12,vertical_2-flanker,3,1,0,55,44.625,1.4428,45,-10.375
12,vertical_2-flanker,3,0,1,35,48,0.6998,25,13
12,vertical_2-flanker,3,0,1,55,78.375,0.8874,10,23.375
12,vertical_2-flanker,3,1,0,55,40.125,1.3675,35,-14.875
12,vertical_2-flanker,3,1,0,55,49.125,1.8744,-10,-5.875
12,vertical_2-flanker,3,1,0,55,39.375,0.5981,0,-15.625
12,vertical_2-flanker,3,1,0,55,52.125,0.7906,15,-2.875
12,vertical_2-flanker,3,1,0,35,36.375,1.0054,45,1.375
12,vertical_2-flanker,3,1,0,35,34.875,0.5974,20,-0.125
12,vertical_2-flanker,3,0,1,35,17.25,1.2693,15,-17.75
12,vertical_2-flanker,3,0,1,35,69.375,0.9917,-40,34.375
12,vertical_2-flanker,3,0,1,35,-12.75,1.1585,45,NaN
12,vertical_2-flanker,3,0,1,35,37.125,0.9162,10,2.125
12,vertical_2-flanker,3,1,0,35,45,0.5475,35,10
12,vertical_2-flanker,3,0,1,55,66,0.5614,30,11
12,vertical_2-flanker,3,0,1,35,51,1.0609,-30,16
12,vertical_2-flanker,3,1,0,35,40.5,0.9096,40,5.5
12,vertical_2-flanker,3,0,1,35,-39.75,0.9293,30,NaN
12,vertical_2-flanker,3,1,0,55,58.875,1.0609,-20,3.875
12,vertical_2-flanker,3,0,1,55,-78.375,0.687,-20,NaN
12,vertical_2-flanker,3,0,1,35,39,0.6098,-30,4
12,vertical_2-flanker,3,0,1,55,46.5,0.7215,-30,-8.5
12,vertical_2-flanker,3,1,0,55,50.625,0.6041,-25,-4.375
12,vertical_2-flanker,3,0,1,35,-60.75,1.0679,90,NaN
12,vertical_2-flanker,3,1,0,35,37.875,0.8873,-30,2.875
12,vertical_2-flanker,3,0,1,35,46.5,0.4159,-5,NaN
12,vertical_2-flanker,3,0,1,55,73.5,1.0472,-25,18.5
12,vertical_2-flanker,3,0,1,35,54,1.075,0,19
12,vertical_2-flanker,3,0,1,55,-78,1.1789,35,NaN
12,vertical_2-flanker,3,0,1,35,16.875,1.2009,-25,-18.125
12,vertical_2-flanker,3,0,1,55,45.75,0.9295,-45,-9.25
12,vertical_2-flanker,3,0,1,55,72,0.4584,10,NaN
12,vertical_2-flanker,3,0,1,55,76.125,2.0745,40,21.125
12,vertical_2-flanker,3,0,1,35,51.375,0.8038,0,16.375
12,vertical_2-flanker,3,1,0,55,53.625,1.68,-10,-1.375
12,vertical_2-flanker,4,1,0,35,27.75,0.8055,90,-7.25
12,vertical_2-flanker,4,1,0,35,44.625,0.7556,25,9.625
12,vertical_2-flanker,4,1,0,35,37.5,0.9093,15,2.5
12,vertical_2-flanker,4,1,0,35,31.125,0.715,20,-3.875
12,vertical_2-flanker,4,1,0,55,38.25,1.0828,20,-16.75
12,vertical_2-flanker,4,1,0,35,41.625,0.9018,5,6.625
12,vertical_2-flanker,4,0,1,35,58.5,0.4453,5,NaN
12,vertical_2-flanker,4,0,1,35,15.375,0.9289,-45,-19.625
12,vertical_2-flanker,4,1,0,35,21.375,1.2279,-45,-13.625
12,vertical_2-flanker,4,1,0,35,31.5,0.6381,40,-3.5
12,vertical_2-flanker,4,0,1,35,42.375,0.9572,-35,7.375
12,vertical_2-flanker,4,1,0,55,50.25,0.8326,35,-4.75
12,vertical_2-flanker,4,0,1,55,-82.5,1.2971,35,NaN
12,vertical_2-flanker,4,1,0,55,68.25,1.0124,45,13.25
12,vertical_2-flanker,4,1,0,35,71.25,1.346,10,NaN
12,vertical_2-flanker,4,1,0,55,66.375,1.0471,40,11.375
12,vertical_2-flanker,4,1,0,35,32.625,0.8607,45,-2.375
12,vertical_2-flanker,4,0,1,55,55.875,1.1105,-5,0.875
12,vertical_2-flanker,4,0,1,55,56.625,0.8674,-15,1.625
12,vertical_2-flanker,4,1,0,55,54,2.0894,-40,-1
12,vertical_2-flanker,4,0,1,35,42.75,0.9781,0,7.75
12,vertical_2-flanker,4,0,1,55,58.5,1.2841,90,3.5
12,vertical_2-flanker,4,0,1,55,72,0.6103,-45,17
12,vertical_2-flanker,4,1,0,55,64.125,0.8124,-25,9.125
12,vertical_2-flanker,4,0,1,55,88.875,0.6042,-20,33.875
12,vertical_2-flanker,4,0,1,35,-0.75,1.172,35,NaN
12,vertical_2-flanker,4,0,1,35,38.625,0.7206,35,3.625
12,vertical_2-flanker,4,1,0,35,38.25,0.8109,90,3.25
12,vertical_2-flanker,4,0,1,35,25.875,0.6516,90,-9.125
12,vertical_2-flanker,4,0,1,55,75.375,0.6378,45,20.375
12,vertical_2-flanker,4,0,1,55,54,1.0955,0,-1
12,vertical_2-flanker,4,1,0,35,36.75,0.5676,-20,1.75
12,vertical_2-flanker,4,0,1,55,-52.875,0.5614,-20,NaN
12,vertical_2-flanker,4,0,1,35,25.875,0.4985,40,NaN
12,vertical_2-flanker,4,1,0,35,21.375,0.611,90,-13.625
12,vertical_2-flanker,4,1,0,55,66,1.7356,90,11
12,vertical_2-flanker,4,0,1,55,47.625,1.4084,5,-7.375
12,vertical_2-flanker,4,1,0,35,15,1.0414,20,-20
12,vertical_2-flanker,4,0,1,55,46.875,0.8735,45,-8.125
12,vertical_2-flanker,4,1,0,35,7.875,0.9991,-25,-27.125
12,vertical_2-flanker,4,1,0,55,47.25,0.8948,-30,-7.75
12,vertical_2-flanker,4,0,1,35,33,0.7701,-25,-2
12,vertical_2-flanker,4,0,1,55,-67.125,0.8188,-40,NaN
12,vertical_2-flanker,4,1,0,35,26.25,0.6234,-10,-8.75
12,vertical_2-flanker,4,1,0,35,27,1.0893,-15,-8
12,vertical_2-flanker,4,1,0,55,51.375,0.6098,-40,-3.625
12,vertical_2-flanker,4,1,0,35,21.375,2.8538,-5,-13.625
12,vertical_2-flanker,4,1,0,55,39.75,1.0202,-45,-15.25
12,vertical_2-flanker,4,1,0,35,27,0.9155,30,-8
12,vertical_2-flanker,4,1,0,35,33.375,0.9219,90,-1.625
12,vertical_2-flanker,4,1,0,35,46.125,0.9986,10,11.125
12,vertical_2-flanker,4,0,1,55,-77.25,0.9089,35,NaN
12,vertical_2-flanker,5,1,0,55,49.875,0.6247,-5,-5.125
12,vertical_2-flanker,5,1,0,55,46.5,0.3963,-25,NaN
12,vertical_2-flanker,5,1,0,55,48,2.5051,40,-7
12,vertical_2-flanker,5,1,0,35,31.125,0.8247,-45,-3.875
12,vertical_2-flanker,5,1,0,35,39.75,0.8111,35,4.75
12,vertical_2-flanker,5,0,1,35,40.125,0.9315,25,5.125
12,vertical_2-flanker,5,1,0,55,61.875,1.3397,-10,6.875
12,vertical_2-flanker,5,0,1,55,-72,0.784,30,NaN
12,vertical_2-flanker,5,0,1,35,45.375,0.9159,20,10.375
12,vertical_2-flanker,5,0,1,55,63.75,1.2638,-45,8.75
12,vertical_2-flanker,5,0,1,35,28.875,0.4641,10,NaN
12,vertical_2-flanker,5,1,0,55,49.875,1.0402,90,-5.125
12,vertical_2-flanker,5,0,1,55,78,0.9983,30,23
12,vertical_2-flanker,5,0,1,35,49.125,1.5412,-25,14.125
12,vertical_2-flanker,5,1,0,55,63,1.2356,90,8
12,vertical_2-flanker,5,1,0,35,24,1.1307,0,-11
12,vertical_2-flanker,5,0,1,55,55.5,1.7344,5,0.5
12,vertical_2-flanker,5,1,0,55,63,0.7206,-45,8
12,vertical_2-flanker,5,0,1,55,-77.625,0.7421,40,NaN
12,vertical_2-flanker,5,1,0,55,62.625,0.7143,-20,7.625
12,vertical_2-flanker,5,1,0,55,60,1.263,-35,5
12,vertical_2-flanker,5,1,0,55,58.875,3.3399,30,NaN
12,vertical_2-flanker,5,1,0,35,46.125,0.7412,-30,11.125
12,vertical_2-flanker,5,0,1,55,72.375,0.8388,20,17.375
12,vertical_2-flanker,5,0,1,55,65.625,2.1303,-10,10.625
12,vertical_2-flanker,5,1,0,35,24.375,0.4306,90,NaN
12,vertical_2-flanker,5,0,1,35,-5.625,0.6789,-45,NaN
12,vertical_2-flanker,5,0,1,35,-56.625,0.8659,90,NaN
12,vertical_2-flanker,5,0,1,55,19.5,0.9636,-10,NaN
12,vertical_2-flanker,5,0,1,35,-8.625,0.7773,-25,NaN
12,vertical_2-flanker,5,0,1,35,42.75,0.6943,0,7.75
12,vertical_2-flanker,5,0,1,35,28.125,1.2908,-20,-6.875
12,vertical_2-flanker,5,0,1,35,19.125,0.5408,-10,-15.875
12,vertical_2-flanker,5,0,1,35,36.75,0.8885,-45,1.75
12,vertical_2-flanker,5,0,1,35,-6,0.5961,35,NaN
12,vertical_2-flanker,5,0,1,55,43.5,0.618,45,-11.5
12,vertical_2-flanker,5,0,1,35,18,0.638,-20,-17
12,vertical_2-flanker,5,0,1,55,54.375,0.7346,15,-0.625
12,vertical_2-flanker,5,1,0,35,28.5,0.6457,90,-6.5
12,vertical_2-flanker,5,0,1,35,15.375,0.7968,40,-19.625
12,vertical_2-flanker,5,0,1,35,20.625,0.9917,20,-14.375
12,vertical_2-flanker,5,0,1,55,68.25,0.9505,15,13.25
12,vertical_2-flanker,5,1,0,55,53.25,0.7153,-5,-1.75
12,vertical_2-flanker,5,1,0,55,50.25,0.9025,90,-4.75
12,vertical_2-flanker,5,1,0,55,49.5,1.2214,5,-5.5
12,vertical_2-flanker,5,1,0,35,38.25,1.1311,-20,3.25
12,vertical_2-flanker,5,1,0,55,44.25,1.562,20,-10.75
12,vertical_2-flanker,5,1,0,35,53.25,1.0824,-10,18.25
12,vertical_2-flanker,5,1,0,55,38.625,0.4714,10,NaN
12,vertical_2-flanker,5,1,0,55,48.75,1.1237,-40,-6.25
12,vertical_2-flanker,5,0,1,35,42,0.7847,15,7
12,vertical_2-flanker,5,0,1,55,62.25,1.1513,35,7.25
12,vertical_2-flanker,5,0,1,35,48.375,0.6865,20,13.375
12,vertical_2-flanker,5,1,0,35,24,1.4985,15,-11
12,vertical_2-flanker,6,0,1,35,60,0.4861,-45,NaN
12,vertical_2-flanker,6,0,1,55,72.375,0.8674,30,17.375
12,vertical_2-flanker,6,1,0,55,58.875,0.8677,-35,3.875
12,vertical_2-flanker,6,1,0,55,50.625,0.7489,35,-4.375
12,vertical_2-flanker,6,1,0,35,43.5,0.7981,-30,8.5
12,vertical_2-flanker,6,1,0,55,57.375,1.0409,-25,2.375
12,vertical_2-flanker,6,0,1,35,55.125,0.5627,40,20.125
12,vertical_2-flanker,6,0,1,55,58.5,0.575,20,3.5
12,vertical_2-flanker,6,1,0,55,52.875,0.541,-30,-2.125
12,vertical_2-flanker,6,1,0,55,51.75,0.7083,-30,-3.25
